source,trial,calibration_contexts,method,kl,js,tv,top1_flip,top10_overlap,fitted_scale
controlled:scale,1,32,temperature,0.0008659684491796476,0.00021647736159112946,0.016507309434836727,0.03,0.9727500000000001,1.217141554714134
controlled:scale,1,32,temperature+rank,0.0008687338195767232,0.0002171650781753147,0.016531702849772668,0.03,0.9727500000000001,
controlled:scale,1,32,isotonic,0.001488900392812334,0.00037539704501199735,0.01836349952145075,0.03333333333333333,0.9725833333333332,
controlled:scale,1,32,temperature+token-bias,0.0008773878349576947,0.00021932471439581745,0.016607064652201967,0.03166666666666667,0.9717500000000001,
controlled:scale,1,32,temperature+token-bias+PCA,0.0008895793507977827,0.00022236881657496742,0.01672080588327141,0.03166666666666667,0.9720000000000001,
controlled:scale,1,64,identity,0.05295212707143143,0.01318083665178002,0.1337644962624187,0.03,0.9727500000000001,
controlled:scale,1,64,temperature,0.0008634682371857258,0.0002158359322142677,0.016471262725881317,0.03,0.9727500000000001,1.218118476050066
controlled:scale,1,64,temperature+rank,0.0008637927827225893,0.00021591762690293138,0.016476075816606327,0.03,0.9727500000000001,
controlled:scale,1,64,isotonic,0.0014695008049628207,0.0003705486122072504,0.018165217094289008,0.034166666666666665,0.9720000000000001,
controlled:scale,1,64,temperature+token-bias,0.0008700708205942309,0.00021748477321981662,0.01653103762623764,0.03166666666666667,0.9728333333333334,
controlled:scale,1,64,temperature+token-bias+PCA,0.0008750401322845417,0.00021872374278802416,0.01656745222691981,0.030833333333333334,0.9723333333333333,
controlled:scale,2,2,identity,0.05295212707143143,0.01318083665178002,0.1337644962624187,0.03,0.9727500000000001,
controlled:scale,2,2,temperature,0.0009834142402375518,0.0002455983808556933,0.017634049844235423,0.03,0.9727500000000001,1.2294773538798927
controlled:scale,2,2,temperature+rank,0.0012156081358462808,0.00030402852293882134,0.0197706221314938,0.03,0.9727500000000001,
controlled:scale,2,2,isotonic,0.01258224489237984,0.002861333812207002,0.035682938031803516,0.04666666666666667,0.9706666666666668,
controlled:scale,2,2,temperature+token-bias,0.0009809559863912204,0.00024499875809372594,0.017605599393656145,0.0325,0.9723333333333335,
controlled:scale,2,2,temperature+token-bias+PCA,0.000980955986391222,0.0002449987580937256,0.017605599393656142,0.0325,0.9723333333333335,
controlled:scale,2,4,identity,0.05295212707143143,0.01318083665178002,0.1337644962624187,0.03,0.9727500000000001,
controlled:scale,2,4,temperature,0.0009233321866298472,0.00023065003018467683,0.0170444354788566,0.03,0.9727500000000001,1.22636773754899
controlled:scale,2,4,temperature+rank,0.0011484325569265522,0.0002870599207135446,0.019249695238860342,0.03,0.9727500000000001,
controlled:scale,2,4,isotonic,0.012434539196591406,0.002824989427539419,0.03471311244353056,0.04666666666666667,0.9704166666666668,
controlled:scale,2,4,temperature+token-bias,0.0009446106892464799,0.00023597966425727452,0.017248888044359974,0.035,0.9717500000000001,
controlled:scale,2,4,temperature+token-bias+PCA,0.0009986784574137252,0.00024947915314525184,0.0177437262816286,0.03666666666666667,0.9710000000000001,
controlled:scale,2,8,identity,0.05295212707143143,0.01318083665178002,0.1337644962624187,0.03,0.9727500000000001,
controlled:scale,2,8,temperature,0.000885338459295788,0.00022121052276251335,0.016668150222262524,0.03,0.9727500000000001,1.2234210305885993
controlled:scale,2,8,temperature+rank,0.0009581337461389646,0.00023933847027533234,0.017489574113453827,0.03,0.9727500000000001,
controlled:scale,2,8,isotonic,0.012287434874788951,0.0027896143783224083,0.03372996157497576,0.0475,0.9710833333333335,
controlled:scale,2,8,temperature+token-bias,0.000908233406764852,0.00022694705447254355,0.016877062887444647,0.035,0.9725,
controlled:scale,2,8,temperature+token-bias+PCA,0.0009953609921434944,0.0002487228710658478,0.017667308410228153,0.0325,0.9706666666666667,
controlled:scale,2,16,identity,0.05295212707143143,0.01318083665178002,0.1337644962624187,0.03,0.9727500000000001,
controlled:scale,2,16,temperature,0.0008692664278762311,0.0002172315395399911,0.016512161157381397,0.03,0.9727500000000001,1.2212721555335155
controlled:scale,2,16,temperature+rank,0.0008767667530434486,0.00021907313673210166,0.016606319288251008,0.03,0.9727500000000001,
controlled:scale,2,16,isotonic,0.004780381097654311,0.001150146944501823,0.023778449586305626,0.034166666666666665,0.9715000000000001,
controlled:scale,2,16,temperature+token-bias,0.0008922939820023164,0.00022298546993782846,0.016729433227831554,0.034166666666666665,0.9725,
controlled:scale,2,16,temperature+token-bias+PCA,0.0009324019827286212,0.00023304984384563447,0.017117779385701835,0.03333333333333333,0.9717500000000001,
controlled:scale,2,32,identity,0.05295212707143143,0.01318083665178002,0.1337644962624187,0.03,0.9727500000000001,
controlled:scale,2,32,temperature,0.0008661216615857472,0.00021645771063656978,0.016483173343591458,0.03,0.9727500000000001,1.220564053315555
controlled:scale,2,32,temperature+rank,0.0008734478667287448,0.00021825794540354003,0.016570212156578775,0.03,0.9727500000000001,
