source,trial,calibration_contexts,method,kl,js,tv,top1_flip,top10_overlap,fitted_scale
controlled:mixed,1,2,temperature+rank,0.08723608566469686,0.021090198755308327,0.15828070912570183,0.49333333333333335,0.7770833333333333,
controlled:mixed,1,2,isotonic,0.11217312387086938,0.026496834567085657,0.17578963335627382,0.4683333333333333,0.7731666666666667,
controlled:mixed,1,2,temperature+token-bias,0.07665660093266391,0.01855708186331595,0.14711599746252957,0.31666666666666665,0.7855000000000001,
controlled:mixed,1,2,temperature+token-bias+PCA,0.07665660093266391,0.01855708186331595,0.14711599746252957,0.31666666666666665,0.7855000000000001,
controlled:mixed,1,4,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,1,4,temperature,0.0834366059759443,0.020175520245951196,0.15527334770112097,0.325,0.7770833333333333,1.1155747755159275
controlled:mixed,1,4,temperature+rank,0.08331344942959416,0.02016638908689205,0.1551711917502072,0.3641666666666667,0.7770833333333333,
controlled:mixed,1,4,isotonic,0.09293046058319349,0.02234448443161396,0.16370622705125995,0.375,0.76375,
controlled:mixed,1,4,temperature+token-bias,0.07823268213339875,0.018985552567859245,0.14942600395370517,0.3175,0.7853333333333334,
controlled:mixed,1,4,temperature+token-bias+PCA,0.06819754556224539,0.016468484263028865,0.13988584598387702,0.2966666666666667,0.7974166666666668,
controlled:mixed,1,8,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,1,8,temperature,0.0811257605143398,0.019622693080489514,0.15217848381585064,0.325,0.7770833333333333,1.144759405205001
controlled:mixed,1,8,temperature+rank,0.08090700918034219,0.01957673451484104,0.1519590696014718,0.38,0.7770833333333333,
controlled:mixed,1,8,isotonic,0.0863063450165159,0.020854351400697763,0.15759605054862744,0.3458333333333333,0.7770833333333333,
controlled:mixed,1,8,temperature+token-bias,0.07511346069877274,0.01819073670546997,0.14483879584618825,0.31083333333333335,0.7895,
controlled:mixed,1,8,temperature+token-bias+PCA,0.014724817368778315,0.003674382188557301,0.06744028375893395,0.13583333333333333,0.8939166666666667,
controlled:mixed,1,16,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,1,16,temperature,0.08074291555002745,0.019529109626693728,0.1515558981022464,0.325,0.7770833333333333,1.1545476419553435
controlled:mixed,1,16,temperature+rank,0.07970166599435591,0.019286782859568568,0.15042511595922697,0.33416666666666667,0.7770833333333333,
controlled:mixed,1,16,isotonic,0.08471795010189802,0.020492506148799335,0.15596716318871803,0.35,0.7750833333333333,
controlled:mixed,1,16,temperature+token-bias,0.07196171550889886,0.017460016624440376,0.14126932972523756,0.31166666666666665,0.7934166666666667,
controlled:mixed,1,16,temperature+token-bias+PCA,0.009178975588256467,0.0022893869472589705,0.05336528935858063,0.11916666666666667,0.9202500000000001,
controlled:mixed,1,32,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,1,32,temperature,0.08054081111097092,0.01947498211074128,0.15102104448820858,0.325,0.7770833333333333,1.171036914278185
controlled:mixed,1,32,temperature+rank,0.07920375867610656,0.019152565962618287,0.14953349450510983,0.3275,0.7770833333333333,
controlled:mixed,1,32,isotonic,0.08176193496899983,0.01977501075215955,0.152844782552522,0.3416666666666667,0.7758333333333334,
controlled:mixed,1,32,temperature+token-bias,0.0705572629141025,0.017102609026482377,0.13939525483568407,0.31083333333333335,0.7973333333333333,
controlled:mixed,1,32,temperature+token-bias+PCA,0.006850170293079027,0.0017083851313948303,0.04604720833767463,0.11166666666666666,0.9290000000000002,
controlled:mixed,1,64,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,1,64,temperature,0.08054684980404839,0.019478718726867936,0.15112509427448462,0.325,0.7770833333333333,1.1654992358266925
controlled:mixed,1,64,temperature+rank,0.07931046505164649,0.019185964564045567,0.14974283493006527,0.3425,0.7770833333333333,
controlled:mixed,1,64,isotonic,0.08081508679601025,0.019538821176336332,0.151772250296479,0.33916666666666667,0.7764166666666668,
controlled:mixed,1,64,temperature+token-bias,0.07079078240942732,0.01716746133910574,0.13992907198701063,0.3075,0.7974166666666668,
controlled:mixed,1,64,temperature+token-bias+PCA,0.006255405974250854,0.0015599166320836887,0.043933064593115356,0.105,0.9342499999999999,
controlled:mixed,2,2,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,2,2,temperature,0.08211628873884375,0.0198258525714395,0.1522019378639354,0.325,0.7770833333333333,1.208308854947834
controlled:mixed,2,2,temperature+rank,0.08052642538428814,0.019484388869367514,0.1506266817011397,0.35083333333333333,0.7770833333333333,
controlled:mixed,2,2,isotonic,0.13135657099177164,0.03047207673005427,0.18600750259380622,0.4691666666666667,0.7699166666666667,
controlled:mixed,2,2,temperature+token-bias,0.0804780723593156,0.01941629331255643,0.14986270381591257,0.3283333333333333,0.783,
controlled:mixed,2,2,temperature+token-bias+PCA,0.08047807235931559,0.01941629331255643,0.14986270381591257,0.3283333333333333,0.783,
controlled:mixed,2,4,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,2,4,temperature,0.08060133966008957,0.019493423950163312,0.1512758213195822,0.325,0.7770833333333333,1.160778415207277
controlled:mixed,2,4,temperature+rank,0.08228342880745178,0.01997323962477657,0.1536448145079883,0.36833333333333335,0.7770833333333333,
controlled:mixed,2,4,isotonic,0.11598094731411503,0.027138282606790576,0.17719096544102883,0.365,0.7711666666666667,
controlled:mixed,2,4,temperature+token-bias,0.07515593110265262,0.01819608050956756,0.1449300270432544,0.315,0.7885,
controlled:mixed,2,4,temperature+token-bias+PCA,0.05633907076726684,0.013700218150586103,0.12424231837381067,0.29333333333333333,0.8205,
controlled:mixed,2,8,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,2,8,temperature,0.0809595920696405,0.019582314778096382,0.15192168347070126,0.325,0.7770833333333333,1.1484202388689952
controlled:mixed,2,8,temperature+rank,0.08233904384289081,0.01997538776923245,0.15383349100571067,0.37333333333333335,0.7770833333333333,
controlled:mixed,2,8,isotonic,0.09315644826292413,0.022473493249215715,0.1636958988508643,0.3383333333333333,0.7748333333333333,
controlled:mixed,2,8,temperature+token-bias,0.07421045530627952,0.017992242112896212,0.14386566917534813,0.31916666666666665,0.7910833333333332,
controlled:mixed,2,8,temperature+token-bias+PCA,0.01719154499504636,0.004278206214493975,0.07217064246936732,0.1475,0.8913333333333334,
controlled:mixed,2,16,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,2,16,temperature,0.08059227372836121,0.019491065508127764,0.1512547468720776,0.325,0.7770833333333333,1.161353247291311
controlled:mixed,2,16,temperature+rank,0.08079814358956659,0.01959161707815717,0.151801515181819,0.37083333333333335,0.7770833333333333,
controlled:mixed,2,16,isotonic,0.08855192202621646,0.021387172551953815,0.1587264076187977,0.33416666666666667,0.7763333333333333,
controlled:mixed,2,16,temperature+token-bias,0.07274461375950485,0.017660822343850822,0.14217277052204882,0.31666666666666665,0.7943333333333333,
controlled:mixed,2,16,temperature+token-bias+PCA,0.009842016804751065,0.0024496348498366594,0.05494481951774046,0.125,0.9179999999999999,
controlled:mixed,2,32,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,2,32,temperature,0.08053606035769686,0.019475049893779187,0.1510637854770852,0.325,0.7770833333333333,1.1682376967534052
controlled:mixed,2,32,temperature+rank,0.07956596717673696,0.01926888231812759,0.15016227646292857,0.34,0.7770833333333333,
controlled:mixed,2,32,isotonic,0.08714575156013028,0.021028669233295664,0.15699338846399064,0.3416666666666667,0.7765833333333334,
controlled:mixed,2,32,temperature+token-bias,0.07191690141856585,0.0174395461295606,0.14073187990213196,0.3125,0.795,
controlled:mixed,2,32,temperature+token-bias+PCA,0.008295087913665702,0.002062905069355155,0.050003310632255826,0.11916666666666667,0.9258333333333333,
controlled:mixed,2,64,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,2,64,temperature,0.08053621254441493,0.019474559843621713,0.15104262927725864,0.325,0.7770833333333333,1.1694884744603755
controlled:mixed,2,64,temperature+rank,0.07916863686874188,0.019151086763849145,0.14954103780290645,0.3275,0.7770833333333333,
controlled:mixed,2,64,isotonic,0.08225557280343994,0.019880189249546074,0.15314797713240547,0.33916666666666667,0.7759166666666667,
controlled:mixed,2,64,temperature+token-bias,0.07151038906323676,0.017344488805643675,0.14047412481648186,0.31416666666666665,0.7957500000000001,
controlled:mixed,2,64,temperature+token-bias+PCA,0.006459943206332516,0.0016103867637208454,0.044506686863877196,0.10916666666666666,0.9340833333333334,
controlled:mixed,3,2,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,3,2,temperature,0.08148040516990813,0.01970828692290488,0.1526932971210152,0.325,0.7770833333333333,1.1383906309830638
controlled:mixed,3,2,temperature+rank,0.0892882225005998,0.021545786000916573,0.16071621131890323,0.415,0.77275,
controlled:mixed,3,2,isotonic,0.08554371269238326,0.020681409496020507,0.1570333847103305,0.3375,0.77075,
controlled:mixed,3,2,temperature+token-bias,0.0770861730205733,0.018669906139548786,0.14794540999277322,0.31333333333333335,0.7836666666666666,
controlled:mixed,3,2,temperature+token-bias+PCA,0.0770861730205733,0.018669906139548786,0.14794540999277322,0.31333333333333335,0.7836666666666666,
controlled:mixed,3,4,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,3,4,temperature,0.08343927678030581,0.020176155497438744,0.15527672636990497,0.325,0.7770833333333333,1.1155503456458074
controlled:mixed,3,4,temperature+rank,0.08691584251403825,0.021015657088140537,0.15839943879401247,0.4825,0.7770833333333333,
controlled:mixed,3,4,isotonic,0.08898058702569149,0.02148612652217761,0.160273893375608,0.3441666666666667,0.7703333333333333,
controlled:mixed,3,4,temperature+token-bias,0.07665396748419259,0.018603757080160925,0.14801095634266612,0.31916666666666665,0.7860833333333334,
controlled:mixed,3,4,temperature+token-bias+PCA,0.06711016152750163,0.016352827526529022,0.13965630386092073,0.2975,0.8006666666666666,
controlled:mixed,3,8,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,3,8,temperature,0.08152326491461025,0.019718595653898406,0.15275364202115108,0.325,0.7770833333333333,1.1377095471023249
controlled:mixed,3,8,temperature+rank,0.0847350584408147,0.02051223258031776,0.15620790731327547,0.46,0.7770833333333333,
controlled:mixed,3,8,isotonic,0.08998461200640975,0.021740479478644114,0.1609850558204163,0.35333333333333333,0.7724166666666668,
controlled:mixed,3,8,temperature+token-bias,0.07646267938137065,0.01857244978884126,0.14693662209301564,0.32083333333333336,0.7846666666666667,
controlled:mixed,3,8,temperature+token-bias+PCA,0.03237210987014719,0.008021097958275832,0.09816949546040098,0.22166666666666668,0.8584166666666666,
controlled:mixed,3,16,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,3,16,temperature,0.08070337973543408,0.01951927254959143,0.15148396809815742,0.325,0.7770833333333333,1.155978698576131
controlled:mixed,3,16,temperature+rank,0.08120124005239503,0.019661133598058374,0.152109357684712,0.37166666666666665,0.7770833333333333,
controlled:mixed,3,16,isotonic,0.08507708344491287,0.020551283037603042,0.15629028652946647,0.3516666666666667,0.7713333333333332,
controlled:mixed,3,16,temperature+token-bias,0.075124558869077,0.018236295536276762,0.14485239787915807,0.32,0.7889166666666667,
controlled:mixed,3,16,temperature+token-bias+PCA,0.009540231017080736,0.002378064788970064,0.05454617033328908,0.12416666666666666,0.9185833333333335,
controlled:mixed,3,32,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,3,32,temperature,0.08055892312365327,0.01947813932917074,0.1509975832146021,0.325,0.7770833333333333,1.173577884281138
controlled:mixed,3,32,temperature+rank,0.07950155398533011,0.01923653235859492,0.14989574108000586,0.3433333333333333,0.7770833333333333,
controlled:mixed,3,32,isotonic,0.08264585502206666,0.019975232852468564,0.15354254852470056,0.3441666666666667,0.77475,
controlled:mixed,3,32,temperature+token-bias,0.07205345832445968,0.01747115316687487,0.14075227443552626,0.315,0.7953333333333334,
controlled:mixed,3,32,temperature+token-bias+PCA,0.00714640326440138,0.0017821067839263627,0.046957884246512586,0.11166666666666666,0.9277500000000002,
controlled:mixed,3,64,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,3,64,temperature,0.08053688682483248,0.019474557999694015,0.15103676519904066,0.325,0.7770833333333333,1.1698672888581338
controlled:mixed,3,64,temperature+rank,0.0792456820294539,0.019158712779850866,0.14953568304865086,0.34,0.7770833333333333,
controlled:mixed,3,64,isotonic,0.08209946042670549,0.01980857802191972,0.1528943364308764,0.3408333333333333,0.7773333333333333,
controlled:mixed,3,64,temperature+token-bias,0.07064831323974263,0.017115056693181287,0.13950568579435318,0.30583333333333335,0.7984166666666668,
controlled:mixed,3,64,temperature+token-bias+PCA,0.005964903960231689,0.0014874757341409293,0.04303999485219965,0.10583333333333333,0.9339999999999999,
controlled:mixed,4,2,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,4,2,temperature,0.0820624929441168,0.019847888066322757,0.15349657972595712,0.325,0.7770833333333333,1.1301574397101135
controlled:mixed,4,2,temperature+rank,0.08784039201457901,0.02124135163718521,0.15945719886852347,0.325,0.7770833333333333,
controlled:mixed,4,2,isotonic,0.0953145124642037,0.0230565753277297,0.166716400582704,0.33166666666666667,0.7684166666666666,
controlled:mixed,4,2,temperature+token-bias,0.07756250508480773,0.018760422467686447,0.14844120602815225,0.31583333333333335,0.7870833333333334,
controlled:mixed,4,2,temperature+token-bias+PCA,0.07756250508480773,0.018760422467686447,0.14844120602815225,0.31583333333333335,0.7870833333333334,
controlled:mixed,4,4,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,4,4,temperature,0.08113729618101187,0.01962548786625605,0.15219562689346636,0.325,0.7770833333333333,1.1445258205967874
controlled:mixed,4,4,temperature+rank,0.08254481418854255,0.020009586587170496,0.15413300647739955,0.325,0.7770833333333333,
controlled:mixed,4,4,isotonic,0.09183786044100242,0.02219623407070232,0.16315923078718084,0.3325,0.77475,
controlled:mixed,4,4,temperature+token-bias,0.0752093487615153,0.018209393218992072,0.14556953738196401,0.31333333333333335,0.79,
controlled:mixed,4,4,temperature+token-bias+PCA,0.056376430240644856,0.013687406156760678,0.12467131563177408,0.2775,0.8190833333333334,
controlled:mixed,4,8,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,4,8,temperature,0.08053893814369109,0.019474738145642465,0.15102672188292163,0.325,0.7770833333333333,1.1705775879151619
controlled:mixed,4,8,temperature+rank,0.08016779591999319,0.019368919443306373,0.1506760797438343,0.325,0.7770833333333333,
controlled:mixed,4,8,isotonic,0.08763770377278744,0.02116212180985641,0.15862614193375468,0.33916666666666667,0.7744166666666666,
controlled:mixed,4,8,temperature+token-bias,0.07436719544805939,0.01797434363591914,0.14375317732002954,0.31166666666666665,0.791,
controlled:mixed,4,8,temperature+token-bias+PCA,0.01611735579168926,0.004002500185993249,0.0693558545542943,0.175,0.8950833333333335,
controlled:mixed,4,16,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,4,16,temperature,0.0806221259757764,0.019491009841990894,0.15099354088405553,0.325,0.7770833333333333,1.1780216567650095
controlled:mixed,4,16,temperature+rank,0.07940239396260412,0.019194461815238015,0.14967600948554766,0.325,0.7770833333333333,
controlled:mixed,4,16,isotonic,0.08548440304759752,0.020659736245446134,0.15640649427929282,0.34,0.7742499999999999,
controlled:mixed,4,16,temperature+token-bias,0.07370869938355805,0.017799349466472266,0.14260036335205317,0.31166666666666665,0.7925833333333333,
controlled:mixed,4,16,temperature+token-bias+PCA,0.010593915078118155,0.002639467890444385,0.05681316075448992,0.14083333333333334,0.9133333333333333,
controlled:mixed,4,32,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,4,32,temperature,0.08069191255836432,0.019505940938974523,0.15101734348426626,0.325,0.7770833333333333,1.181200208786874
controlled:mixed,4,32,temperature+rank,0.07941404227433987,0.01918461314468282,0.1495771429296452,0.325,0.7770833333333333,
controlled:mixed,4,32,isotonic,0.08328143899692392,0.020122432039373583,0.15400292102430138,0.3375,0.7740833333333333,
controlled:mixed,4,32,temperature+token-bias,0.07198650386247515,0.017409307454715642,0.14079790052225177,0.3075,0.7967500000000001,
controlled:mixed,4,32,temperature+token-bias+PCA,0.007159678037397873,0.0017851239613561264,0.04693370360116155,0.10833333333333334,0.9288333333333334,
controlled:mixed,4,64,identity,0.11000849709732845,0.02642256305244427,0.18353064011581527,0.325,0.7770833333333333,
controlled:mixed,4,64,temperature,0.0805376392735732,0.019475755449376037,0.15107940201214545,0.325,0.7770833333333333,1.1674354534743647
controlled:mixed,4,64,temperature+rank,0.07911294159332574,0.019127883364099065,0.14949911709232236,0.325,0.7770833333333333,
controlled:mixed,4,64,isotonic,0.08186405220681228,0.019786050464491074,0.1527802629032513,0.33,0.7740833333333333,
controlled:mixed,4,64,temperature+token-bias,0.0704699623836702,0.017059274612224815,0.139260815928972,0.30333333333333334,0.7981666666666666,
controlled:mixed,4,64,temperature+token-bias+PCA,0.006165946657697767,0.0015386733798346736,0.04368327347861835,0.10333333333333333,0.9335833333333334,
micro-lm:Q4,0,2,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,0,2,temperature,0.02431141957640648,0.0060202581807971,0.0851607546210289,0.15625,0.9072250000000002,0.9917054723255344
micro-lm:Q4,0,2,temperature+rank,0.026554023805920233,0.006580777653429118,0.08880061648711296,0.15625,0.9072250000000002,
micro-lm:Q4,0,2,isotonic,0.050504665821790695,0.012154491618275642,0.1144678145647049,0.18725,0.9047500000000003,
micro-lm:Q4,0,2,temperature+token-bias,0.020660465583205223,0.005127574782818556,0.07871722429990768,0.144,0.9142500000000001,
micro-lm:Q4,0,2,temperature+token-bias+PCA,0.020660465583205223,0.005127574782818556,0.07871722429990768,0.144,0.9142500000000001,
micro-lm:Q4,0,4,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,0,4,temperature,0.024487527087330818,0.006077124271541834,0.08565869182348251,0.15625,0.9072250000000002,0.9796992089818287
micro-lm:Q4,0,4,temperature+rank,0.025326166433384822,0.00629974943156545,0.08761765347523191,0.1585,0.9072250000000002,
micro-lm:Q4,0,4,isotonic,0.049736835062503815,0.011985578574240208,0.1138932928442955,0.1825,0.9048000000000002,
micro-lm:Q4,0,4,temperature+token-bias,0.018645716831088066,0.004643816035240889,0.07481685280799866,0.1355,0.9182500000000002,
micro-lm:Q4,0,4,temperature+token-bias+PCA,0.018434956669807434,0.004591534845530987,0.074334517121315,0.135,0.9183000000000002,
micro-lm:Q4,0,8,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,0,8,temperature,0.024327123537659645,0.0060278563760221004,0.08523089438676834,0.15625,0.9072250000000002,0.9883385405496345
micro-lm:Q4,0,8,temperature+rank,0.024418030546450774,0.006045578959768445,0.08508241761977148,0.1545,0.9072750000000002,
micro-lm:Q4,0,8,isotonic,0.03352569416165352,0.008264662697911263,0.0973917618393898,0.164,0.9059000000000001,
micro-lm:Q4,0,8,temperature+token-bias,0.01665811613202095,0.00415381183847785,0.07062336802482605,0.13075,0.9224000000000001,
micro-lm:Q4,0,8,temperature+token-bias+PCA,0.018211521208286285,0.004539178684353828,0.07303553819656372,0.13125,0.9195000000000002,
micro-lm:Q4,0,16,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,0,16,temperature,0.02480986714363098,0.006166419945657253,0.08639581501483917,0.15625,0.9072250000000002,0.9713189362629335
micro-lm:Q4,0,16,temperature+rank,0.025362682193494634,0.006313011932500304,0.08768091820154358,0.15575,0.9072250000000002,
micro-lm:Q4,0,16,isotonic,0.03320365026593208,0.008206180296838284,0.0974566712975502,0.165,0.9054750000000001,
micro-lm:Q4,0,16,temperature+token-bias,0.014717855490744114,0.0036812112666666508,0.0665089339017868,0.1215,0.9251250000000001,
micro-lm:Q4,0,16,temperature+token-bias+PCA,0.015036000870168209,0.0037597448099404573,0.0664745643734932,0.1185,0.9233000000000002,
micro-lm:Q4,0,32,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,0,32,temperature,0.024606559425592422,0.006110655143857002,0.08593843877315521,0.15625,0.9072250000000002,0.9760777687161962
micro-lm:Q4,0,32,temperature+rank,0.02474267614636213,0.006148244668599176,0.08619857863735635,0.15325,0.9072250000000002,
micro-lm:Q4,0,32,isotonic,0.03060031123459339,0.007583822123706341,0.09398188441991806,0.16425,0.9064500000000002,
micro-lm:Q4,0,32,temperature+token-bias,0.01384677179157734,0.003461418906226754,0.06458847224712372,0.11975,0.9269750000000001,
micro-lm:Q4,0,32,temperature+token-bias+PCA,0.013887813314795494,0.0034767522010952234,0.06404772400856018,0.119,0.9263500000000001,
micro-lm:Q4,0,64,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,0,64,temperature,0.024372724816203117,0.006043102126568556,0.08536724746227264,0.15625,0.9072250000000002,0.984748351276181
micro-lm:Q4,0,64,temperature+rank,0.02437909282509446,0.0060439723757001376,0.08519836870075263,0.15625,0.9072250000000002,
micro-lm:Q4,0,64,isotonic,0.02604157291352749,0.006460412871092558,0.08801477402448654,0.156,0.9067250000000001,
micro-lm:Q4,0,64,temperature+token-bias,0.013500545173883438,0.003373203333467245,0.06370841711759567,0.1185,0.9283000000000002,
micro-lm:Q4,0,64,temperature+token-bias+PCA,0.012911793775856495,0.003227378474548459,0.061890859156847,0.1175,0.9307750000000001,
micro-lm:Q4,1,2,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,1,2,temperature,0.025945477187633514,0.006377499550580978,0.08781787008047104,0.15625,0.9072250000000002,1.0301008735238002
micro-lm:Q4,1,2,temperature+rank,0.02845515770507754,0.006987423129621334,0.09289024060915024,0.15625,0.9072250000000002,
micro-lm:Q4,1,2,isotonic,0.03514682874083519,0.008626246824860573,0.09918845444917679,0.164,0.9058750000000001,
micro-lm:Q4,1,2,temperature+token-bias,0.02203245274722576,0.0054421192035079,0.08085015416145325,0.14425,0.9126250000000001,
micro-lm:Q4,1,2,temperature+token-bias+PCA,0.02203245274722576,0.0054421192035079,0.08085015416145325,0.14425,0.9126250000000001,
micro-lm:Q4,1,4,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,1,4,temperature,0.024316910654306412,0.0060187894850969315,0.08513984829187393,0.15625,0.9072250000000002,0.9942605984308535
micro-lm:Q4,1,4,temperature+rank,0.025200388961999335,0.006218796240050721,0.0861848998984383,0.15625,0.9072250000000002,
micro-lm:Q4,1,4,isotonic,0.034971583634614944,0.00858353078365326,0.09901346266269684,0.165,0.9009250000000002,
micro-lm:Q4,1,4,temperature+token-bias,0.018724406138062477,0.004661282524466515,0.07477083057165146,0.13725,0.9169500000000002,
micro-lm:Q4,1,4,temperature+token-bias+PCA,0.01922617107629776,0.004792105406522751,0.07587455958127975,0.133,0.914575,
micro-lm:Q4,1,8,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,1,8,temperature,0.024312710389494896,0.006021426059305668,0.0851723775267601,0.15625,0.9072250000000002,0.9909350646488081
micro-lm:Q4,1,8,temperature+rank,0.02478234057829645,0.006142990098288971,0.08606352059924557,0.156,0.9072250000000002,
micro-lm:Q4,1,8,isotonic,0.0350210927426815,0.008590721525251865,0.09891823679208755,0.1665,0.9049000000000003,
micro-lm:Q4,1,8,temperature+token-bias,0.01619318313896656,0.00403978256508708,0.06979846209287643,0.1305,0.9228000000000002,
micro-lm:Q4,1,8,temperature+token-bias+PCA,0.01810491643846035,0.004512172657996416,0.07363314181566238,0.135,0.9191500000000001,
micro-lm:Q4,1,16,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,1,16,temperature,0.024330612272024155,0.0060291471891105175,0.08524240553379059,0.15625,0.9072250000000002,0.987950771788962
micro-lm:Q4,1,16,temperature+rank,0.024820746252567957,0.006156419460474077,0.08598504547141167,0.155,0.9072250000000002,
micro-lm:Q4,1,16,isotonic,0.02816646546125412,0.006981957703828812,0.09119413793087006,0.164,0.9053750000000002,
micro-lm:Q4,1,16,temperature+token-bias,0.014717953279614449,0.0036751299630850554,0.06652409583330154,0.12525,0.9251750000000002,
micro-lm:Q4,1,16,temperature+token-bias+PCA,0.015796983614563942,0.003945815842598677,0.06868954747915268,0.1265,0.9234750000000002,
micro-lm:Q4,1,32,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,1,32,temperature,0.02443518303334713,0.00606195256114006,0.08553088456392288,0.15625,0.9072250000000002,0.9816892299961677
micro-lm:Q4,1,32,temperature+rank,0.024932934936697602,0.006190906382796199,0.08625993322326335,0.154,0.9072250000000002,
micro-lm:Q4,1,32,isotonic,0.028293613344430923,0.007008050102740526,0.09156663715839386,0.167,0.9067000000000001,
micro-lm:Q4,1,32,temperature+token-bias,0.013820681720972061,0.003451405791565776,0.06451855599880219,0.12025,0.9276500000000001,
micro-lm:Q4,1,32,temperature+token-bias+PCA,0.013698332943022251,0.003416426945477724,0.06387130171060562,0.12125,0.9274500000000001,
micro-lm:Q4,1,64,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,1,64,temperature,0.024338390678167343,0.006031903903931379,0.08526691794395447,0.15625,0.9072250000000002,0.9871967245547504
micro-lm:Q4,1,64,temperature+rank,0.02437447446909787,0.006041812727805256,0.08524223673348758,0.156,0.9072250000000002,
micro-lm:Q4,1,64,isotonic,0.02633967250585556,0.006527065299451351,0.08851850032806396,0.1645,0.9063000000000002,
micro-lm:Q4,1,64,temperature+token-bias,0.013422377407550812,0.0033495731186121702,0.0633874237537384,0.118,0.92795,
micro-lm:Q4,1,64,temperature+token-bias+PCA,0.013460362330079079,0.0033583256881684065,0.06339569389820099,0.11925,0.9285000000000001,
micro-lm:Q4,2,2,identity,0.02438368648290634,0.006028903182595968,0.08519229292869568,0.15625,0.9072250000000002,
micro-lm:Q4,2,2,temperature,0.02445473149418831,0.006067662965506315,0.08557923138141632,0.15625,0.9072250000000002,0.9809041068446238
micro-lm:Q4,2,2,temperature+rank,0.03419970824282375,0.008395286179442997,0.10209107367774099,0.15625,0.9072250000000002,
micro-lm:Q4,2,2,isotonic,0.09491479396820068,0.021839965134859085,0.1521349549293518,0.263,0.903275,
micro-lm:Q4,2,2,temperature+token-bias,0.020477978512644768,0.005090536084026098,0.07811250537633896,0.1405,0.9144750000000001,
micro-lm:Q4,2,2,temperature+token-bias+PCA,0.020477978512644768,0.005090536084026098,0.07811250537633896,0.1405,0.9144750000000001,
