fold,test_chunks,head,strength,kl,js,tv,top1_agreement,top10_overlap
2,16+17+18+19+20+21+22+23,8,0.5,0.20640539050651163,0.047627186134727634,0.20606251971112793,0.7400793650793651,0.7742063492063493
2,16+17+18+19+20+21+22+23,8,1.0,0.20610123862569174,0.04753179175061575,0.20569013834574434,0.746031746031746,0.774404761904762
2,16+17+18+19+20+21+22+23,8,1.5,0.20598158055806365,0.04747812136785854,0.20547638156555573,0.7361111111111112,0.7742063492063493
2,16+17+18+19+20+21+22+23,8,2.0,0.2060473415561622,0.04746635295157556,0.20541698742379103,0.7361111111111112,0.7742063492063493
2,16+17+18+19+20+21+22+23,16,0.0,0.20689404047637558,0.04776397219135351,0.20661873681678522,0.7400793650793651,0.7742063492063493
2,16+17+18+19+20+21+22+23,16,0.25,0.2065905817721253,0.04768424098599445,0.20629890113805088,0.7400793650793651,0.7746031746031746
2,16+17+18+19+20+21+22+23,16,0.5,0.20633970511535732,0.047616292366883715,0.20602934635803288,0.7400793650793651,0.7740079365079365
2,16+17+18+19+20+21+22+23,16,1.0,0.2059958380675039,0.04751582006415916,0.20564233290696438,0.746031746031746,0.775
2,16+17+18+19+20+21+22+23,16,1.5,0.20586249788416425,0.047462908023519615,0.20542691013970255,0.7361111111111112,0.7742063492063493
2,16+17+18+19+20+21+22+23,16,2.0,0.2059407014373666,0.04745773948534334,0.20538779289012063,0.7361111111111112,0.7732142857142859
2,16+17+18+19+20+21+22+23,32,0.0,0.20689404047637558,0.04776397219135351,0.20661873681678522,0.7400793650793651,0.7742063492063493
2,16+17+18+19+20+21+22+23,32,0.25,0.20656802270434763,0.047679253856683444,0.20628794006991066,0.7400793650793651,0.7746031746031746
2,16+17+18+19+20+21+22+23,32,0.5,0.20629930439278565,0.04760735772367933,0.20600889599246863,0.7400793650793651,0.7740079365079365
2,16+17+18+19+20+21+22+23,32,1.0,0.2059337086984958,0.047502174728173314,0.2056112645341417,0.746031746031746,0.775
2,16+17+18+19+20+21+22+23,32,1.5,0.20579739569977448,0.04744878576034461,0.2053945853339327,0.7361111111111112,0.7742063492063493
2,16+17+18+19+20+21+22+23,32,2.0,0.20589127043413533,0.04744736831373973,0.20536342064134794,0.7361111111111112,0.7732142857142859
2,16+17+18+19+20+21+22+23,64,0.0,0.20689404047637558,0.04776397219135351,0.20661873681678522,0.7400793650793651,0.7742063492063493
2,16+17+18+19+20+21+22+23,64,0.25,0.20656508612408664,0.04767829780045455,0.2062836659524836,0.7400793650793651,0.7746031746031746
2,16+17+18+19+20+21+22+23,64,0.5,0.20629669949484816,0.047606221951721435,0.20600244769827572,0.7400793650793651,0.7740079365079365
2,16+17+18+19+20+21+22+23,64,1.0,0.20594175994832883,0.04750295221610002,0.20560582992679666,0.746031746031746,0.775
2,16+17+18+19+20+21+22+23,64,1.5,0.20582931406186125,0.04745451374707327,0.2053972638261748,0.7361111111111112,0.7742063492063493
2,16+17+18+19+20+21+22+23,64,2.0,0.20596021455315036,0.04746110542072933,0.20538105888102556,0.7361111111111112,0.7732142857142859
2,16+17+18+19+20+21+22+23,128,0.0,0.20689404047637558,0.04776397219135351,0.20661873681678522,0.7400793650793651,0.7742063492063493
2,16+17+18+19+20+21+22+23,128,0.25,0.2065601573270662,0.04767711757237398,0.20628059633608722,0.7400793650793651,0.7746031746031746
2,16+17+18+19+20+21+22+23,128,0.5,0.20628926148652854,0.04760441000143334,0.20599751474470568,0.7400793650793651,0.7740079365079365
