quant,block,chunks,positions,method,candidate_temperature,candidate_top_p,sampler_js,sampler_tv,sampler_support_jaccard
Q4_K_XL,12,12,63,frozen-top-p,0.8,0.95,0.008628926488676197,0.05896781126244201,0.8758882470454407
Q4_K_XL,12,12,63,same-settings,0.8,0.95,0.008628926488676197,0.05896781126244201,0.8758882470454407
Q4_K_XL,13,13,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.008151007435535864,0.05057260731146449,0.9001806300884642
Q4_K_XL,13,13,63,frozen-temperature,0.7950000000000002,0.95,0.008199264071807856,0.05036357772492227,0.9004612260167816
Q4_K_XL,13,13,63,frozen-top-p,0.8,0.95,0.008351669669897843,0.050447338452887916,0.8956708071659429
Q4_K_XL,13,13,63,same-settings,0.8,0.95,0.008351669669897843,0.050447338452887916,0.8956708071659429
Q4_K_XL,14,14,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.004002389931378679,0.03399097495194939,0.924555565134774
Q4_K_XL,14,14,63,frozen-temperature,0.7950000000000002,0.95,0.0041636374667249915,0.034739274472471264,0.9231738902692905
Q4_K_XL,14,14,63,frozen-top-p,0.8,0.95,0.004227057506795973,0.03520401227214034,0.9199717355877707
Q4_K_XL,14,14,63,same-settings,0.8,0.95,0.004227057506795973,0.03520401227214034,0.9199717355877707
Q4_K_XL,15,15,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.007425896558237987,0.040865642402971546,0.9032877784049278
Q4_K_XL,15,15,63,frozen-temperature,0.7950000000000002,0.95,0.007411384099488339,0.040721711525250046,0.9057992564592964
Q4_K_XL,15,15,63,frozen-top-p,0.8,0.95,0.007358332726335715,0.040682709923694056,0.9064194235026282
Q4_K_XL,15,15,63,same-settings,0.8,0.95,0.007358332726335715,0.040682709923694056,0.9064194235026282
Q4_K_XL,16,16,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.00608700893714004,0.04131583914545084,0.9248314601699252
Q4_K_XL,16,16,63,frozen-temperature,0.7950000000000002,0.95,0.006150181688431147,0.04160341942712428,0.9240054833342781
Q4_K_XL,16,16,63,frozen-top-p,0.8,0.95,0.006015963787614878,0.041462712507281035,0.927919414782296
Q4_K_XL,16,16,63,same-settings,0.8,0.95,0.006015963787614878,0.041462712507281035,0.927919414782296
Q4_K_XL,17,17,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.004368585217153374,0.03224524200731327,0.9136394540977965
Q4_K_XL,17,17,63,frozen-temperature,0.7950000000000002,0.95,0.004201125161166096,0.03190028028828757,0.9168311549441612
Q4_K_XL,17,17,63,frozen-top-p,0.8,0.95,0.004291985731960888,0.03234048805657833,0.9150126252985537
Q4_K_XL,17,17,63,same-settings,0.8,0.95,0.004291985731960888,0.03234048805657833,0.9150126252985537
Q4_K_XL,18,18,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.003827529880846481,0.029399410052786745,0.9212534891787557
Q4_K_XL,18,18,63,frozen-temperature,0.7950000000000002,0.95,0.0039366530767265,0.029885662024811147,0.9217090892781348
Q4_K_XL,18,18,63,frozen-top-p,0.8,0.95,0.004034395819106731,0.0304778850533896,0.921331798712751
Q4_K_XL,18,18,63,same-settings,0.8,0.95,0.004034395819106731,0.0304778850533896,0.921331798712751
Q4_K_XL,19,19,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.006099430960372076,0.048350426878425334,0.8998115992397746
Q4_K_XL,19,19,63,frozen-temperature,0.7950000000000002,0.95,0.005987881359437274,0.047641425304824396,0.9078617957368548
Q4_K_XL,19,19,63,frozen-top-p,0.8,0.95,0.005991196124038349,0.047656850201920384,0.9047836150608761
Q4_K_XL,19,19,63,same-settings,0.8,0.95,0.005991196124038349,0.047656850201920384,0.9047836150608761
Q4_K_XL,20,20,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.0026750528652753148,0.023167823515241107,0.93323212426987
Q4_K_XL,20,20,63,frozen-temperature,0.7950000000000002,0.95,0.0026422840806873634,0.022492537777575237,0.9375655837367167
Q4_K_XL,20,20,63,frozen-top-p,0.8,0.95,0.0025399803082528085,0.02229846984384552,0.9408242550591736
Q4_K_XL,20,20,63,same-settings,0.8,0.95,0.0025399803082528085,0.02229846984384552,0.9408242550591736
Q4_K_XL,21,21,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.004663599988571294,0.04055128614639952,0.9051023370754363
Q4_K_XL,21,21,63,frozen-temperature,0.7950000000000002,0.95,0.004901211044939589,0.040911138264669314,0.8991151497966021
Q4_K_XL,21,21,63,frozen-top-p,0.8,0.95,0.0047579438597451715,0.040798882436421186,0.9034869480869563
Q4_K_XL,21,21,63,same-settings,0.8,0.95,0.0047579438597451715,0.040798882436421186,0.9034869480869563
Q4_K_XL,22,22,63,frozen-joint,0.7812500000000001,0.9562499999999999,0.006514974445241341,0.044127877875571216,0.8996334958798532
