document,chunk,positions,baseline_kl,candidate_kl,kl_reduction,baseline_js,candidate_js
gap-calibration,21,63,0.17284983039615556,0.17930672450881777,-0.006456894112662204,0.04293516313797833,0.04450608499153907
gap-calibration,22,63,0.1275654049447136,0.13401320060835595,-0.006447795663642342,0.03147502273305773,0.03267277248577528
gap-calibration,23,63,0.10570010874682108,0.09177440088370488,0.013925707863116199,0.02524735396406998,0.02256698446417287
gap-calibration,24,63,0.1669449650346198,0.16330163405805323,0.003643330976566578,0.03722111591334743,0.03718121157876412
gap-calibration,25,63,0.2334258824899619,0.23436564155036604,-0.0009397590604041384,0.0478820091708864,0.048351457665607056
gap-calibration,26,63,0.15897970417230797,0.1372469847819524,0.021732719390355565,0.03746947797847656,0.03291767035507147
gap-calibration,27,63,0.11814404801014693,0.11377441270613214,0.004369635304014782,0.02838174417775008,0.027550682116386255
gap-calibration,28,63,0.2215339319285242,0.21036351349291166,0.011170418435612534,0.050864765202349525,0.047835806084867004
gap-calibration,29,63,0.22550375285486335,0.20732313523388704,0.018180617620976308,0.05092160458970905,0.047533233622339646
gap-calibration,30,63,0.20543118462309293,0.1798135794365191,0.025617605186573827,0.0491751330016938,0.04282011024929128
gap-calibration,31,63,0.298300716854837,0.278242622931805,0.020058093923031983,0.06076955846665153,0.05712225528804993
hidden-adapter,0,63,0.1707476622056371,0.16558811231308418,0.005159549892552934,0.04111295038227769,0.039868292841588084
hidden-adapter,1,63,0.28666807445771403,0.2580470093378117,0.02862106511990231,0.06305198367021697,0.055328257664869956
hidden-adapter,2,63,0.16470360466083217,0.1537903628343465,0.010913241826485676,0.03945122897514213,0.036804920192725916
hidden-adapter,3,63,0.17845324643828447,0.1885295582146177,-0.010076311776333224,0.041363610132340536,0.0443333726913792
hidden-adapter,4,63,0.18081311156995417,0.17684028751081934,0.003972824059134822,0.04536518218657644,0.04353876668865846
hidden-adapter,5,63,0.08986337136517135,0.09074875933444153,-0.0008853879692701794,0.02240932650129758,0.022721912523157545
hidden-adapter,6,63,0.12553334746871048,0.11849092618268471,0.007042421286025766,0.029203853816036986,0.02799115072500013
hidden-adapter,7,63,0.14139534670377024,0.13777631343670227,0.0036190332670679726,0.034074360652585796,0.033027145777327724
hidden-adapter,8,63,0.11912658245225993,0.10616190429368183,0.012964678158578102,0.02876391154811086,0.025624800127137144
hidden-adapter,9,63,0.20793809222624757,0.18045349528591262,0.02748459694033495,0.046307322373931606,0.04033804637445984
hidden-adapter,10,63,0.16551350245422256,0.15118279286645472,0.014330709587767831,0.03958279872249622,0.036300125437264796
hidden-adapter,11,63,0.48300217330099604,0.3107939241673439,0.17220824913365212,0.07545384278501654,0.06340021978053662
hidden-adapter,12,63,0.1777514805356669,0.18359166857719952,-0.005840188041532635,0.04166315642976856,0.04226998366334195
hidden-adapter,13,63,0.16378087281352943,0.1635735507810577,0.00020732203247172953,0.038428060746925424,0.037728160429867874
hidden-adapter,14,63,0.22722396539664635,0.2165455260491442,0.01067843934750215,0.05101002078957945,0.049655438779616756
hidden-adapter,15,63,0.18338534699051662,0.2040955253308759,-0.020710178340359292,0.03488314826319534,0.03364752960192524
hidden-adapter,16,63,0.09267538057807427,0.09065617820502551,0.0020192023730487563,0.02241930017456229,0.022444039318687582
hidden-adapter,17,63,0.18006894928126596,0.1676117574641553,0.012457191817110663,0.043223956826876825,0.040504225617918825
hidden-adapter,18,63,0.1919487431674959,0.18392399508535626,0.008024748082139654,0.04517651311147751,0.04328527899009974
hidden-adapter,19,63,0.1669879001465955,0.17732149342130774,-0.010333593274712227,0.03732543108488908,0.03693644761677653
hidden-adapter,20,63,0.11735839585878513,0.130273451467575,-0.01291505560878986,0.028401012595875526,0.031799348124892164
hidden-adapter,21,63,0.183134954440267,0.17946294330370924,0.003672011136557768,0.03953145517718642,0.03851490585634204
hidden-adapter,22,63,0.10318043842516278,0.09982930594606654,0.0033511324790962416,0.025044708830295897,0.024124114478769432
hidden-adapter,23,63,0.21192987586301382,0.1952503043248148,0.016679571538199017,0.04668280047374696,0.04435110858539413
hidden-adapter,24,63,0.24463874677247885,0.23235942264242718,0.012279324130051672,0.05641525206068301,0.054153714655613944
hidden-adapter,25,63,0.15190510048774913,0.1455569600996872,0.006348140388061946,0.03702639985405969,0.03539750663889757
hidden-adapter,26,63,0.12578369883504775,0.11345188744876179,0.01233181138628596,0.02975103997651887,0.027208915490720957
hidden-adapter,27,63,0.1604830195469839,0.16654364868075405,-0.006060629133770146,0.03177214989547823,0.03431272687352418
hidden-adapter,28,63,0.20883788130295072,0.20434749968597546,0.004490381616975264,0.04771545690409622,0.045936634886871504
hidden-adapter,29,63,0.09339003002908915,0.08967796825022055,0.0037120617788685972,0.02287390103504997,0.02166545304976894
hidden-adapter,30,63,0.1733443160470444,0.16640139662070844,0.006942919426335958,0.03350774913608997,0.0322017769650601
hidden-adapter,31,63,0.2043158875462795,0.22126317918226715,-0.016947291635987655,0.045567272672463056,0.0495332449363126
